"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"Montpellier (France), hard (indoor) - Semi-finals","1","06.02.2016 18:15","Gasquet R.",15,2,"1.28",4,4,0.71,7,5,29,48,41,31,31,30,31,34,28,40,24,37,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","0","07.02.2015 15:55","Sousa J.",36,1,"3",5,2,0.58,9,3,44,44,18,21,30,47,38,26,26,42,14,33,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","0","07.02.2015 18:10","Monfils G.",12,0,"2.1",10,0,0.56,5,2,41,47,15,18,41,5,38,26,24,38,2,24,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","08.02.2014 15:55","Monfils G.",12,2,"1.16",15,3,0.76,6,5,51,34,1,37,36,26,45,34,33,63,26,50,"hard (indoor) "
"Montpellier (France), hard (indoor) - Semi-finals","1","08.02.2014 17:35","Gasquet R.",15,2,"1.5",8,0,0.71,6,2,51,60,1,18,24,16,50,24,30,63,62,37,"hard (indoor) "
"Montreal (Canada), hard - Final","0","16.08.2015 22:15","Djokovic N.",1,1,"1.44",5,2,0.6,8,3,37,38,49,25,38,12,31,32,26,42,13,32,"hard "
"Montreal (Canada), hard - Final","1","11.08.2013 22:15","Nadal R.",5,2,"1.15",4,0,0.7,10,5,50,80,2,33,36,3,56,40,41,2,42,60,"hard "
"Montreal (Canada), hard - Quarter-finals","0","14.08.2015 21:20","Isner J.",22,1,"1.66",32,2,0.7,5,3,49,54,50,11,15,6,47,16,26,65,49,37,"hard "
"Montreal (Canada), hard - Quarter-finals","1","15.08.2015 02:00","Djokovic N.",1,2,"1.04",10,5,0.63,7,4,51,53,23,25,30,42,47,32,31,51,24,42,"hard "
"Montreal (Canada), hard - Quarter-finals","0","15.08.2015 05:00","Nadal R.",5,0,"2",4,6,0.56,4,2,38,28,1,13,34,24,27,27,21,35,4,20,"hard "
"Montreal (Canada), hard - Quarter-finals","0","15.08.2015 06:50","Tsonga J-W.",11,0,"3.5",3,0,0.58,4,1,36,38,23,24,26,1,31,26,23,51,1,27,"hard "
"Montreal (Canada), hard - Quarter-finals","0","09.08.2013 19:10","Pospisil V.",123,0,"2.1",0,1,0.44,5,3,2,70,1,54,18,24,62,49,45,2,3,3,"hard "
"Montreal (Canada), hard - Quarter-finals","1","09.08.2013 21:10","Raonic M.",6,2,"1.66",10,8,0.66,7,2,47,40,37,13,17,30,40,25,28,59,6,37,"hard "
"Montreal (Canada), hard - Quarter-finals","1","10.08.2013 01:10","Djokovic N.",1,2,"1.11",11,0,0.8,6,5,48,78,2,18,41,50,53,44,43,2,47,66,"hard "
"Montreal (Canada), hard - Quarter-finals","1","10.08.2013 03:10","Nadal R.",5,2,"1.07",2,3,0.7,6,5,54,50,2,25,35,33,49,30,33,2,26,54,"hard "
"Montreal (Canada), hard - Semi-finals","1","15.08.2015 22:10","Djokovic N.",1,2,"1.04",4,2,0.73,7,3,55,61,1,18,36,30,53,28,32,2,13,47,"hard "
"Montreal (Canada), hard - Semi-finals","0","16.08.2015 03:15","Nishikori K.",7,0,"2.2",0,4,0.52,5,2,27,10,20,13,37,50,11,24,12,5,18,9,"hard "
"Montreal (Canada), hard - Semi-finals","0","10.08.2013 22:10","Pospisil V.",123,1,"3.4",14,3,0.53,5,3,49,50,45,12,40,20,43,28,29,64,7,42,"hard "
"Montreal (Canada), hard - Semi-finals","0","11.08.2013 03:15","Djokovic N.",1,1,"1.4",8,7,0.64,7,3,42,44,31,22,32,24,38,25,26,59,6,39,"hard "
"Moscow (Russia), hard (indoor) - Final","1","25.10.2015 15:10","Cilic M.",9,2,"1.4",9,0,0.55,6,3,46,42,2,27,43,3,37,29,30,2,13,47,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Final","0","19.10.2014 15:30","Bautista-Agut R.",17,0,"3",2,1,0.68,6,1,41,48,23,26,22,1,39,24,25,51,1,27,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Final","1","20.10.2013 14:30","Gasquet R.",15,2,"1.2",12,1,0.74,8,3,37,40,45,27,39,26,35,32,27,51,20,40,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 13:15","Pouille L.",26,0,"6",2,1,0.56,5,2,36,32,6,16,28,38,28,21,19,28,4,20,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 15:10","Haase R.",64,0,"2.62",2,2,0.67,4,1,37,25,23,17,26,1,29,21,19,38,1,20,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","0","23.10.2015 20:00","Gabashvili T.",106,0,"1.57",4,5,0.65,5,1,39,26,15,8,37,1,29,25,21,35,1,17,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Quarter-finals","1","23.10.2015 22:25","Cilic M.",9,2,"1.22",7,1,0.65,7,9,52,43,2,46,50,50,44,48,40,2,47,66,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","24.10.2015 15:45","Cilic M.",9,2,"1.14",10,2,0.7,5,6,51,31,2,29,47,38,41,39,34,2,42,60,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","0","24.10.2015 17:35","Kohlschreiber P.",27,0,"2.2",9,1,0.65,4,1,40,38,12,9,28,1,35,17,21,51,1,27,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","18.10.2014 17:15","Bautista-Agut R.",17,2,"2",4,4,0.58,6,3,53,57,2,19,47,16,48,29,32,2,13,47,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","0","18.10.2014 19:20","Kukushkin M.",66,1,"3.5",1,1,0.61,5,4,27,49,39,18,42,16,30,29,24,40,7,28,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","19.10.2013 15:50","Kukushkin M.",66,2,"2.1",5,1,0.54,5,5,36,29,19,37,38,50,26,40,28,34,42,43,"hard (indoor) "
"Moscow (Russia), hard (indoor) - Semi-finals","1","19.10.2013 18:10","Gasquet R.",15,2,"1.28",4,4,0.64,6,3,58,52,2,8,49,3,51,21,31,2,11,46,"hard (indoor) "
"Munich (Germany), clay - Final","0","01.05.2016 14:40","Thiem D.",10,1,"1.9",8,3,0.69,7,3,34,36,31,28,38,53,31,30,26,47,22,40,"clay "
"Munich (Germany), clay - Final","1","04.05.2015 12:10","Murray A.",2,2,"1.36",17,1,0.66,6,3,48,44,31,15,37,16,42,21,27,60,49,34,"clay "
"Munich (Germany), clay - Final","0","04.05.2014 14:05","Fognini F.",38,1,"1.28",4,1,0.67,7,4,34,35,1,22,34,33,30,33,25,27,18,26,"clay "
"Munich (Germany), clay - Quarter-finals","1","29.04.2016 12:10","Thiem D.",10,2,"1.14",8,2,0.66,8,3,48,49,23,22,32,47,44,31,31,58,14,42,"clay "
"Munich (Germany), clay - Quarter-finals","0","29.04.2016 14:45","Goffin D.",14,1,"1.53",4,6,0.58,5,5,31,34,37,27,31,26,26,33,24,29,22,30,"clay "
"Munich (Germany), clay - Quarter-finals","1","29.04.2016 17:30","Fognini F.",38,2,"1.12",2,4,0.65,8,5,39,37,37,43,31,32,34,36,30,50,26,42,"clay "
"Munich (Germany), clay - Quarter-finals","0","29.04.2016 19:40","Del Potro J.",142,0,"2.5",2,0,0.71,4,1,30,31,12,30,18,1,26,24,20,28,1,17,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 11:10","Murray A.",2,2,"1.1",5,0,0.57,7,4,45,42,15,32,43,26,37,37,30,50,30,46,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 11:10","Bautista-Agut R.",17,2,"1.18",4,2,0.7,11,12,43,60,50,42,49,38,45,44,38,62,45,59,"clay "
"Munich (Germany), clay - Quarter-finals","0","02.05.2015 13:05","Thiem D.",10,1,"1.16",5,2,0.48,7,3,42,41,28,26,36,24,34,30,26,51,13,37,"clay "
"Munich (Germany), clay - Quarter-finals","1","02.05.2015 13:30","Kohlschreiber P.",27,2,"1.57",6,1,0.62,6,3,44,45,8,20,29,33,39,25,28,50,16,39,"clay "
"Munich (Germany), clay - Semi-finals","0","30.04.2016 14:45","Zverev A.",29,1,"2.75",4,5,0.55,5,2,36,33,26,17,26,18,28,30,23,34,14,28,"clay "
"Munich (Germany), clay - Semi-finals","1","30.04.2016 17:05","Kohlschreiber P.",27,2,"1.4",6,1,0.55,7,5,60,58,2,22,43,24,53,34,37,2,30,57,"clay "
"Munich (Germany), clay - Semi-finals","1","02.05.2015 15:45","Murray A.",2,2,"1.36",9,1,0.73,16,5,43,59,53,31,45,28,44,37,33,61,23,47,"clay "
"Munich (Germany), clay - Semi-finals","1","02.05.2015 17:45","Kohlschreiber P.",27,2,"1.08",6,3,0.69,7,7,47,38,23,36,41,22,40,36,31,54,24,43,"clay "
"Munich (Germany), clay - Semi-finals","1","03.05.2014 14:10","Klizan M.",30,2,"2.75",7,1,0.52,5,3,54,45,37,51,40,38,43,47,38,59,46,57,"clay "
"Munich (Germany), clay - Semi-finals","1","03.05.2014 15:35","Fognini F.",38,2,"1.22",2,1,0.69,7,7,47,50,2,32,62,26,44,41,36,2,42,60,"clay "
"Newport (USA), grass - Final","0","17.07.2016 22:10","Muller G.",37,1,"2",18,3,0.58,7,3,55,52,50,4,21,38,47,17,27,65,49,37,"grass "
"Newport (USA), grass - Final","1","19.07.2015 21:10","Ram R.",105,2,"3.5",17,2,0.62,5,3,56,49,45,7,24,1,48,15,27,65,1,34,"grass "
"Newport (USA), grass - Final","1","13.07.2014 21:10","Hewitt L.",453,2,"1.9",5,6,0.48,7,3,60,48,45,14,41,20,46,32,31,59,17,42,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 00:20","Sela D.",80,0,"3",0,4,0.58,7,3,20,33,20,29,38,24,19,38,23,17,23,22,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 18:00","Chiudinelli M.",144,0,"5",2,2,0.66,6,1,39,53,1,9,6,1,39,15,20,49,1,24,"grass "
"Newport (USA), grass - Quarter-finals","0","15.07.2016 20:10","Johnson S.",21,0,"1.22",4,2,0.46,7,1,45,38,23,11,34,1,33,22,21,35,1,17,"grass "
"Newport (USA), grass - Quarter-finals","1","15.07.2016 21:40","Muller G.",37,2,"1.66",16,6,0.61,7,5,49,38,50,19,41,50,39,30,31,42,28,48,"grass "
"Newport (USA), grass - Quarter-finals","1","16.07.2015 20:05","Ram R.",105,2,"2.2",10,1,0.67,9,3,53,33,23,16,36,5,42,28,29,46,6,31,"grass "
"Newport (USA), grass - Quarter-finals","1","16.07.2015 23:00","Smith J. P.",267,2,"1.8",15,5,0.62,6,3,53,52,2,24,35,38,47,26,31,2,7,47,"grass "
"Newport (USA), grass - Quarter-finals","0","17.07.2015 20:10","Brown D.",87,0,"2.62",5,3,0.7,4,1,49,49,23,5,23,1,45,13,22,61,1,30,"grass "
"Newport (USA), grass - Quarter-finals","0","17.07.2015 21:35","Hernych J.",420,0,"3.5",0,0,1,2,1,51,1,1,1,1,1,53,1,34,2,1,3,"grass "
"Newport (USA), grass - Semi-finals","0","16.07.2016 21:10","Young D.",57,0,"2.75",0,3,0.49,4,1,31,47,37,23,70,1,31,3,17,49,1,24,"grass "
"Newport (USA), grass - Semi-finals","0","16.07.2016 23:10","Baghdatis M.",44,0,"2",6,3,0.52,5,1,44,54,2,9,12,1,42,13,25,2,1,37,"grass "
"Newport (USA), grass - Semi-finals","1","18.07.2015 21:10","Ram R.",105,2,"1.53",6,4,0.54,8,3,55,45,37,29,37,50,44,31,31,62,11,42,"grass "
"Newport (USA), grass - Semi-finals","0","18.07.2015 23:15","Sock J.",28,0,"2.37",4,6,0.53,8,3,39,52,45,4,22,24,38,13,22,53,67,32,"grass "
"Newport (USA), grass - Semi-finals","0","12.07.2014 21:40","Groth S.",225,0,"2.62",10,7,0.55,4,1,60,33,12,6,10,1,41,16,22,51,1,27,"grass "
"Newport (USA), grass - Semi-finals","0","12.07.2014 23:10","Sock J.",28,0,"2.1",3,2,0.58,3,1,18,40,39,10,9,1,21,13,13,19,1,9,"grass "
"Nice (France), clay - Final","1","21.05.2016 15:40","Thiem D.",10,2,"1.22",5,5,0.56,11,6,42,39,27,37,25,55,34,45,34,40,42,47,"clay "
"Nice (France), clay - Final","0","23.05.2015 15:40","Mayer L.",131,1,"2.1",4,2,0.75,5,1,39,65,58,11,26,1,43,18,26,2,1,34,"clay "
"Nice (France), clay - Final","0","24.05.2014 15:40","Delbonis F.",43,0,"3.4",1,3,0.65,5,1,32,48,37,69,20,1,33,18,21,49,1,24,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 12:55","Sousa J.",36,2,"2.1",2,1,0.61,7,3,52,58,2,19,30,24,49,25,31,2,10,45,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 14:55","Zverev A.",29,2,"2.25",4,5,0.61,11,2,40,46,50,28,34,50,37,33,30,59,17,42,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 18:10","Mannarino A.",55,2,"3.25",8,2,0.71,7,5,40,43,51,32,37,20,37,36,31,52,20,42,"clay "
"Nice (France), clay - Quarter-finals","1","19.05.2016 18:20","Thiem D.",10,2,"1.14",5,2,0.58,5,4,59,58,1,24,41,33,53,34,35,2,26,54,"clay "
"Nice (France), clay - Quarter-finals","0","21.05.2015 12:55","Lajovic D.",60,0,"3.25",6,1,0.61,5,1,54,40,37,17,26,1,43,19,26,62,1,32,"clay "
"Nice (France), clay - Quarter-finals","1","21.05.2015 14:35","Thiem D.",10,2,"1.57",2,0,0.44,6,4,46,44,37,35,31,26,36,40,32,60,37,54,"clay "
"Nice (France), clay - Quarter-finals","1","21.05.2015 16:40","Mayer L.",131,2,"2.62",2,2,0.6,8,3,50,32,2,40,73,20,37,32,31,2,15,50,"clay "
"Nice (France), clay - Quarter-finals","0","21.05.2015 18:50","Duckworth J.",199,0,"3.4",2,3,0.53,5,2,28,29,33,21,45,24,22,30,21,27,23,30,"clay "
"Nice (France), clay - Semi-finals","0","20.05.2016 15:45","Sousa J.",36,1,"2.37",1,2,0.64,9,3,36,35,26,29,26,24,31,34,26,36,14,30,"clay "
"Nice (France), clay - Semi-finals","1","20.05.2016 18:15","Thiem D.",10,2,"1.1",2,2,0.5,7,4,60,64,1,46,50,28,55,46,41,59,52,60,"clay "
"Nice (France), clay - Semi-finals","1","22.05.2015 15:40","Thiem D.",10,2,"2.37",11,2,0.59,7,4,55,52,23,17,64,9,48,29,32,62,13,44,"clay "
"Nice (France), clay - Semi-finals","0","22.05.2015 17:30","Coric B.",40,0,"2.75",0,1,0.7,6,1,49,40,1,21,23,1,43,25,24,49,1,24,"clay "
"Nice (France), clay - Semi-finals","0","23.05.2014 15:40","Montanes A.",135,0,"3.75",0,5,0.6,3,3,17,25,5,34,34,6,15,26,14,11,6,9,"clay "
"Nice (France), clay - Semi-finals","1","23.05.2014 17:15","Delbonis F.",43,2,"2.3",2,5,0.63,5,3,53,27,37,46,26,26,38,36,31,60,37,54,"clay "
"Nottingham (United Kingdom), grass - Final","1","25.06.2016 18:20","Johnson S.",21,2,"1.5",10,3,0.7,8,3,49,49,1,18,42,50,46,32,32,63,10,41,"grass "
"Nottingham (United Kingdom), grass - Final","1","27.06.2015 16:10","Istomin D.",107,2,"2.75",7,3,0.61,9,4,45,44,37,13,38,38,39,28,29,54,10,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","23.06.2016 14:15","Muller G.",37,2,"1.66",14,2,0.62,4,3,62,23,1,38,22,24,42,33,32,61,26,50,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","23.06.2016 15:40","Baghdatis M.",44,1,"1.25",13,7,0.6,6,3,56,35,37,20,35,11,42,29,28,59,6,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","23.06.2016 18:25","Sela D.",80,1,"3.4",1,2,0.54,6,3,46,50,41,18,24,3,41,23,27,59,49,34,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","24.06.2016 14:15","Anderson K.",25,1,"1.44",21,4,0.67,5,3,53,40,37,15,26,38,44,20,26,59,5,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 14:15","Baghdatis M.",44,2,"1.61",4,1,0.65,7,3,47,73,1,27,25,13,51,28,32,2,13,47,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","0","25.06.2015 15:45","Mayer L.",131,1,"2.1",7,2,0.71,6,1,51,43,37,9,39,1,45,21,26,65,1,32,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 18:30","Querrey S.",31,2,"2.2",26,4,0.64,5,4,54,31,34,14,26,38,41,20,26,53,11,37,"grass "
"Nottingham (United Kingdom), grass - Quarter-finals","1","25.06.2015 20:45","Dolgopolov A.",58,2,"1.5",14,6,0.61,5,5,41,45,28,22,56,18,37,31,29,52,12,37,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","24.06.2016 14:40","Muller G.",37,1,"1.3",24,5,0.54,5,3,59,50,45,8,32,11,48,19,28,65,56,39,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","1","24.06.2016 17:00","Johnson S.",21,2,"1.66",11,2,0.66,7,3,59,28,2,21,31,50,43,29,30,2,13,47,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","26.06.2015 14:15","Baghdatis M.",44,0,"1.53",1,0,0.47,3,2,38,30,2,27,43,3,26,43,29,2,42,54,"grass "
"Nottingham (United Kingdom), grass - Semi-finals","0","26.06.2015 15:20","Dolgopolov A.",58,1,"1.9",7,2,0.67,7,3,42,38,40,20,35,24,36,23,25,51,6,32,"grass "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 17:05","Donskoy E.",79,0,"3.75",1,0,0.61,4,1,10,25,15,18,13,3,10,23,11,5,7,5,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:05","Del Potro J.",142,2,"1.1",16,3,0.68,11,5,53,38,23,30,45,42,44,37,35,64,30,54,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:10","Nadal R.",5,2,"1.18",1,2,0.73,5,5,43,19,23,33,52,42,34,37,29,41,38,44,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 17:10","Bautista-Agut R.",17,2,"1.53",1,2,0.62,7,3,60,55,45,27,31,50,52,27,33,62,11,44,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 18:20","Bellucci T.",62,2,"4.33",2,4,0.63,6,3,42,37,48,39,27,55,35,35,30,53,20,42,"hard "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 19:35","Fognini F.",38,1,"9",0,6,0.52,8,8,27,28,23,22,34,43,21,33,21,24,26,29,"hard "
"Olympic Games (World), hard - 1/8-finals","1","11.08.2016 20:45","Monfils G.",12,2,"1.57",5,1,0.68,6,3,47,55,2,30,17,50,44,29,31,2,6,45,"hard "
"Olympic Games (World), hard - 1/8-finals","0","11.08.2016 20:50","Martin A.",121,0,"9",0,1,0.63,4,2,21,35,23,19,35,38,21,26,18,16,6,14,"hard "
"Olympic Games (World), hard - 3rd place","0","14.08.2016 19:50","Nadal R.",5,1,"1.57",5,1,0.77,7,4,31,36,33,25,23,24,30,25,23,36,6,25,"hard "
"Olympic Games (World), hard - 3rd place","1","05.08.2012 14:40","Del Potro J.",142,2,"3.75",5,0,0.64,3,1,43,59,2,25,18,24,43,22,30,2,11,46,"hard "
"Olympic Games (World), hard - Final","0","14.08.2016 23:05","Del Potro J.",142,1,"4.33",3,2,0.72,6,3,33,25,32,21,35,38,28,32,25,29,22,30,"hard "
"Olympic Games (World), hard - Final","0","05.08.2012 16:15","Federer R.",4,0,"1.61",9,1,0.65,5,1,36,27,23,13,28,1,28,21,18,30,1,16,"hard "
"Olympic Games (World), hard - Quarter-finals","0","12.08.2016 18:50","Johnson S.",21,1,"7",4,3,0.61,7,2,36,40,15,15,20,50,30,17,20,48,6,30,"hard "
"Olympic Games (World), hard - Quarter-finals","1","12.08.2016 21:00","Nadal R.",5,2,"1.14",2,0,0.7,6,3,39,47,8,28,26,43,37,28,28,48,24,41,"hard "
"Olympic Games (World), hard - Quarter-finals","0","12.08.2016 21:25","Monfils G.",12,1,"2.2",8,3,0.6,9,3,54,38,53,24,25,30,42,23,26,65,5,40,"hard "
"Olympic Games (World), hard - Quarter-finals","1","12.08.2016 21:25","Del Potro J.",142,2,"1.61",6,3,0.65,9,4,42,33,15,59,21,43,33,39,30,44,30,41,"hard "
"Olympic Games (World), hard - Semi-finals","0","13.08.2016 18:10","Nishikori K.",7,0,"3.4",0,2,0.6,4,1,31,35,1,11,35,1,27,16,16,35,1,17,"hard "
"Olympic Games (World), hard - Semi-finals","1","13.08.2016 20:10","Del Potro J.",142,2,"2.3",11,1,0.67,7,3,40,56,8,26,23,24,41,24,27,53,11,37,"hard "
"Olympic Games (World), hard - Semi-finals","1","03.08.2012 14:25","Federer R.",4,2,"1.12",24,2,0.68,7,3,47,50,41,21,28,7,44,25,28,64,56,36,"hard "
"Olympic Games (World), hard - Semi-finals","1","03.08.2012 20:30","Murray A.",2,2,"2.62",5,0,0.64,7,3,48,42,2,21,33,38,41,26,30,2,10,45,"hard "
"Paris (France), hard (indoor) - Final","1","08.11.2015 16:15","Djokovic N.",1,2,"1.25",2,0,0.63,8,3,38,62,1,30,51,34,42,41,34,60,37,54,"hard (indoor) "
"Paris (France), hard (indoor) - Final","1","02.11.2014 16:15","Djokovic N.",1,2,"1.16",4,0,0.75,5,5,52,40,2,29,46,24,46,37,36,2,30,57,"hard (indoor) "
"Paris (France), hard (indoor) - Final","0","03.11.2013 16:10","Ferrer D.",13,0,"6",1,1,0.61,4,3,33,38,23,15,29,24,29,23,23,38,10,29,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","06.11.2015 15:15","Gasquet R.",15,1,"4.5",7,0,0.61,6,3,41,44,34,26,30,28,37,29,27,51,13,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 18:15","Ferrer D.",13,2,"1.57",3,3,0.68,13,5,51,51,45,36,31,24,47,36,34,64,26,49,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 21:15","Djokovic N.",1,2,"1.1",6,2,0.77,5,3,51,43,2,13,47,1,46,27,31,2,1,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","06.11.2015 23:50","Wawrinka S.",3,2,"2.37",11,1,0.6,5,3,52,40,45,27,24,30,42,27,29,54,10,37,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 15:10","Berdych T.",8,2,"1.25",16,7,0.52,6,3,60,35,1,18,46,34,41,28,29,59,18,43,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 18:10","Raonic M.",6,2,"3.75",21,1,0.67,6,3,56,55,2,5,35,38,52,17,29,2,62,41,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","31.10.2014 20:45","Djokovic N.",1,2,"1.36",1,1,0.64,9,5,51,50,23,26,41,22,46,37,34,61,33,52,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","31.10.2014 22:50","Ferrer D.",13,1,"2.37",1,4,0.51,8,5,39,32,34,26,56,50,28,39,28,35,33,39,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","0","01.11.2013 15:10","Wawrinka S.",3,0,"5.5",3,2,0.66,5,1,32,31,34,22,29,1,27,24,19,35,1,17,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 17:00","Federer R.",4,2,"1.9",6,0,0.68,8,3,54,54,23,31,38,50,50,34,35,57,22,44,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 20:40","Nadal R.",5,2,"1.14",5,0,0.59,7,5,45,59,1,28,64,60,45,44,37,59,50,58,"hard (indoor) "
"Paris (France), hard (indoor) - Quarter-finals","1","01.11.2013 22:15","Ferrer D.",13,2,"2",8,4,0.69,8,3,43,42,37,27,37,38,39,30,29,59,13,42,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","07.11.2015 15:10","Ferrer D.",13,0,"3.25",0,2,0.58,7,3,27,38,19,33,37,16,26,33,24,24,15,24,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","1","07.11.2015 18:10","Djokovic N.",1,2,"1.12",4,0,0.69,7,6,45,40,41,36,37,26,39,35,32,54,35,50,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","01.11.2014 15:40","Berdych T.",8,1,"2.1",7,4,0.58,6,3,44,47,12,2,42,16,39,22,25,58,56,34,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","1","01.11.2014 18:15","Djokovic N.",1,2,"1.2",8,0,0.75,13,3,52,40,45,28,57,43,46,45,40,60,42,57,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","02.11.2013 15:40","Federer R.",4,1,"3.75",5,4,0.66,5,3,39,30,31,21,24,30,31,27,23,40,7,28,"hard (indoor) "
"Paris (France), hard (indoor) - Semi-finals","0","02.11.2013 18:10","Nadal R.",5,0,"1.11",1,0,0.69,5,2,39,29,34,21,28,6,32,25,22,41,67,25,"hard (indoor) "
"Quito (Ecuador), clay - Final","0","07.02.2016 20:15","Bellucci T.",62,1,"1.53",9,5,0.51,9,3,44,57,41,19,8,16,43,21,26,58,56,34,"clay "
"Quito (Ecuador), clay - Final","0","08.02.2015 20:15","Lopez F.",18,1,"1.4",19,4,0.69,7,3,41,44,28,17,26,8,38,20,24,52,49,31,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","05.02.2016 19:10","Bellucci T.",62,2,"1.53",15,10,0.56,13,4,53,40,28,32,33,20,41,35,31,51,20,40,"clay "
"Quito (Ecuador), clay - Quarter-finals","0","05.02.2016 21:40","Tomic B.",19,1,"1.72",8,4,0.63,6,1,53,37,23,69,32,1,42,17,24,59,1,29,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2016 00:10","Estrella V.",84,2,"1.53",5,2,0.59,6,3,46,53,23,19,12,33,43,23,28,65,12,43,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2016 02:55","Ramos A.",33,1,"2.5",4,1,0.72,7,3,54,40,23,26,31,24,47,33,31,60,23,45,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 19:10","Bellucci T.",62,2,"1.53",10,3,0.54,8,3,55,45,45,19,32,13,44,33,32,62,13,44,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 21:10","Estrella V.",84,2,"3.5",3,1,0.66,10,8,51,52,1,42,48,53,47,49,40,59,52,60,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","06.02.2015 22:35","Lopez F.",18,2,"1.36",6,3,0.53,9,5,46,53,53,27,25,33,42,30,31,64,14,46,"clay "
"Quito (Ecuador), clay - Quarter-finals","1","07.02.2015 02:05","Verdasco F.",47,2,"1.33",4,3,0.76,6,3,61,40,1,41,31,43,53,44,44,2,47,66,"clay "
"Quito (Ecuador), clay - Semi-finals","0","06.02.2016 20:10","Lorenzi P.",39,1,"2.5",8,2,0.55,5,3,38,35,41,25,73,20,30,22,22,40,8,29,"clay "
"Quito (Ecuador), clay - Semi-finals","1","06.02.2016 22:40","Estrella V.",84,2,"2.62",7,2,0.58,6,4,61,54,1,27,35,47,52,33,35,61,23,47,"clay "
