"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"French Open (France), clay - 1/8-finals","0","01.06.2016 13:55","Berdych T.",8,3,"2.2",5,1,0.61,7,3,45,48,2,21,34,26,41,29,30,2,20,50,"clay "
"French Open (France), clay - 1/8-finals","0","01.06.2016 14:35","Thiem D.",10,3,"1.1",3,3,0.59,8,5,47,51,55,26,42,28,43,32,32,66,26,52,"clay "
"French Open (France), clay - 1/8-finals","1","31.05.2015 16:55","Gabashvili T.",106,0,"8",2,5,0.59,6,3,31,36,39,11,31,38,27,22,20,34,56,20,"clay "
"French Open (France), clay - 1/8-finals","1","31.05.2015 17:00","Berdych T.",8,1,"1.4",7,2,0.58,5,3,40,41,15,16,26,38,35,22,22,38,2,24,"clay "
"French Open (France), clay - 1/8-finals","1","31.05.2015 19:10","Simon G.",32,0,"3.5",3,7,0.43,7,2,33,36,40,14,26,24,26,25,20,24,62,16,"clay "
"French Open (France), clay - 1/8-finals","0","01.06.2015 13:45","Ferrer D.",13,3,"1.33",2,3,0.64,6,3,49,51,2,31,39,35,44,35,35,2,30,56,"clay "
"French Open (France), clay - 1/8-finals","1","01.06.2015 14:00","Chardy J.",56,1,"8",4,10,0.61,6,3,36,30,27,18,47,50,28,30,24,33,15,29,"clay "
"French Open (France), clay - 1/8-finals","0","01.06.2015 14:25","Federer R.",4,3,"1.33",2,1,0.61,11,4,45,54,23,32,39,36,43,36,33,60,26,48,"clay "
"French Open (France), clay - 1/8-finals","0","01.06.2015 17:15","Nadal R.",5,3,"1.07",1,2,0.66,9,7,40,48,18,40,32,33,38,41,33,49,42,51,"clay "
"French Open (France), clay - 1/8-finals","1","01.06.2015 18:20","Gasquet R.",15,0,"19",4,1,0.59,5,2,35,16,40,25,25,4,21,23,17,18,62,14,"clay "
"French Open (France), clay - 1/8-finals","1","01.06.2014 12:20","Isner J.",22,0,"4.33",7,1,0.63,5,1,41,40,34,10,26,1,36,16,21,51,1,27,"clay "
"French Open (France), clay - 1/8-finals","1","01.06.2014 14:30","Federer R.",4,2,"1.44",7,3,0.63,7,4,40,41,17,24,26,53,35,26,25,43,12,32,"clay "
"French Open (France), clay - 1/8-finals","1","01.06.2014 17:10","Granollers-Pujol M.",45,0,"4.5",3,0,0.71,4,1,39,31,6,14,40,1,33,25,22,40,1,20,"clay "
"French Open (France), clay - 1/8-finals","0","01.06.2014 18:40","Djokovic N.",1,3,"1.1",1,1,0.67,7,5,41,67,23,40,51,56,46,47,40,63,48,60,"clay "
"French Open (France), clay - 1/8-finals","0","02.06.2014 12:20","Ferrer D.",13,3,"1.08",2,4,0.72,6,5,45,37,41,30,44,34,40,36,32,60,31,52,"clay "
"French Open (France), clay - 1/8-finals","1","02.06.2014 14:35","Lajovic D.",60,0,"29",3,3,0.49,7,1,21,6,6,12,25,16,5,17,5,10,67,8,"clay "
"French Open (France), clay - 1/8-finals","0","02.06.2014 17:50","Murray A.",2,3,"1.61",4,3,0.62,8,5,46,46,37,36,34,12,41,35,31,59,17,43,"clay "
"French Open (France), clay - 1/8-finals","0","02.06.2014 18:15","Monfils G.",12,3,"1.53",4,6,0.58,9,6,47,46,23,46,54,37,41,48,38,56,51,59,"clay "
"French Open (France), clay - Final","1","05.06.2016 16:15","Murray A.",2,1,"3.5",5,3,0.5,7,4,33,31,23,30,25,21,24,29,21,31,11,25,"clay "
"French Open (France), clay - Final","0","07.06.2015 16:10","Wawrinka S.",3,3,"6",9,3,0.67,10,3,47,40,50,31,40,18,40,33,31,61,14,43,"clay "
"French Open (France), clay - Final","1","08.06.2014 16:15","Djokovic N.",1,1,"2.2",11,3,0.65,4,3,43,26,15,24,26,24,33,26,24,41,9,31,"clay "
"French Open (France), clay - Quarter-finals","0","01.06.2016 15:15","Murray A.",2,3,"1.33",11,4,0.58,7,7,45,44,34,42,27,29,38,37,31,55,29,48,"clay "
"French Open (France), clay - Quarter-finals","0","01.06.2016 16:20","Wawrinka S.",3,3,"1.11",8,3,0.52,7,5,49,57,45,35,44,35,46,37,36,64,30,54,"clay "
"French Open (France), clay - Quarter-finals","1","02.06.2016 14:10","Goffin D.",14,1,"2.5",3,9,0.55,7,6,39,28,24,28,44,36,27,32,24,30,23,31,"clay "
"French Open (France), clay - Quarter-finals","1","02.06.2016 14:15","Berdych T.",8,0,"10",4,3,0.57,6,3,38,27,8,22,27,24,27,23,20,32,6,24,"clay "
"French Open (France), clay - Quarter-finals","0","02.06.2015 16:50","Tsonga J-W.",11,3,"3.75",10,1,0.61,11,4,54,40,18,27,39,23,43,33,31,54,20,43,"clay "
"French Open (France), clay - Quarter-finals","1","02.06.2015 17:25","Federer R.",4,0,"1.44",7,0,0.63,6,1,39,46,34,5,31,1,36,16,23,52,1,29,"clay "
"French Open (France), clay - Quarter-finals","1","03.06.2015 16:45","Nadal R.",5,0,"3.4",3,2,0.6,6,4,30,28,32,17,33,30,24,22,18,24,7,19,"clay "
"French Open (France), clay - Quarter-finals","1","03.06.2015 17:20","Ferrer D.",13,1,"2.5",2,11,0.56,7,3,39,25,23,15,48,35,26,29,22,30,18,28,"clay "
"French Open (France), clay - Quarter-finals","0","03.06.2014 17:40","Djokovic N.",1,3,"1.07",4,1,0.68,9,5,46,64,23,14,52,24,47,28,31,65,10,43,"clay "
"French Open (France), clay - Quarter-finals","0","03.06.2014 17:55","Gulbis E.",101,3,"2.3",10,1,0.59,5,4,52,49,37,25,44,48,45,36,35,64,30,54,"clay "
"French Open (France), clay - Quarter-finals","0","04.06.2014 19:25","Murray A.",2,3,"1.5",1,2,0.62,10,7,36,51,39,37,31,29,37,37,31,51,27,45,"clay "
"French Open (France), clay - Quarter-finals","1","04.06.2014 19:45","Ferrer D.",13,1,"5.5",2,1,0.63,5,3,25,33,13,26,34,12,22,28,20,23,12,20,"clay "
"French Open (France), clay - Semi-finals","1","03.06.2016 16:10","Thiem D.",10,0,"8",2,3,0.6,5,3,25,35,25,21,19,16,24,21,17,24,62,16,"clay "
"French Open (France), clay - Semi-finals","0","03.06.2016 16:20","Murray A.",2,3,"1.72",3,2,0.67,8,5,50,51,50,26,37,24,46,31,33,65,21,48,"clay "
"French Open (France), clay - Semi-finals","0","05.06.2015 14:10","Wawrinka S.",3,3,"1.44",15,6,0.52,8,3,47,49,62,21,33,11,41,25,28,66,7,43,"clay "
"French Open (France), clay - Semi-finals","1","06.06.2015 14:10","Murray A.",2,2,"5",12,1,0.66,10,3,35,45,38,26,21,55,34,24,24,46,5,30,"clay "
"French Open (France), clay - Semi-finals","0","06.06.2014 14:10","Djokovic N.",1,3,"1.1",9,1,0.67,8,3,51,33,41,24,29,38,41,29,30,60,21,45,"clay "
"French Open (France), clay - Semi-finals","1","06.06.2014 17:10","Murray A.",2,0,"6",2,3,0.52,4,1,34,24,1,69,22,1,22,9,11,24,1,14,"clay "
"Geneva (Switzerland), clay - Final","1","21.05.2016 16:15","Cilic M.",9,0,"3.5",4,2,0.51,5,3,49,31,41,21,27,24,33,25,24,53,67,32,"clay "
"Geneva (Switzerland), clay - Final","0","23.05.2015 16:25","Bellucci T.",62,2,"1.36",4,5,0.61,7,4,35,49,23,39,43,50,35,37,31,44,28,42,"clay "
"Geneva (Switzerland), clay - Quarter-finals","0","19.05.2016 14:20","Cilic M.",9,2,"2.1",6,2,0.66,8,3,47,37,1,42,32,43,39,37,33,51,37,50,"clay "
"Geneva (Switzerland), clay - Quarter-finals","0","19.05.2016 16:20","Ferrer D.",13,2,"1.33",2,1,0.61,7,5,39,55,55,24,62,48,40,45,37,59,52,60,"clay "
"Geneva (Switzerland), clay - Quarter-finals","1","19.05.2016 19:10","Carreno-Busta P.",49,0,"4",1,1,0.76,4,1,34,79,12,7,17,1,23,10,12,24,1,14,"clay "
"Geneva (Switzerland), clay - Quarter-finals","1","19.05.2016 20:20","Kuznetsov An.",42,1,"1.33",1,2,0.52,7,5,30,31,23,28,33,13,24,30,21,24,11,20,"clay "
"Geneva (Switzerland), clay - Quarter-finals","1","21.05.2015 13:10","Cilic M.",9,0,"1.33",9,1,0.64,4,1,34,46,43,9,33,1,33,18,22,44,1,25,"clay "
"Geneva (Switzerland), clay - Quarter-finals","1","21.05.2015 15:00","Ramos A.",33,1,"2.5",0,2,0.64,5,4,20,25,23,37,30,28,17,37,21,15,38,28,"clay "
"Geneva (Switzerland), clay - Quarter-finals","0","21.05.2015 17:05","Sousa J.",36,2,"2.62",4,0,0.67,6,3,35,40,37,31,37,16,33,33,27,44,13,34,"clay "
"Geneva (Switzerland), clay - Quarter-finals","0","21.05.2015 19:55","Delbonis F.",43,2,"4",2,2,0.56,7,4,49,47,23,31,16,43,42,26,29,59,18,43,"clay "
"Geneva (Switzerland), clay - Semi-finals","1","20.05.2016 13:10","Ferrer D.",13,0,"1.61",3,6,0.67,5,3,30,31,26,19,45,38,26,31,24,30,18,29,"clay "
"Geneva (Switzerland), clay - Semi-finals","1","20.05.2016 17:10","Rosol L.",82,1,"8",5,0,0.69,6,3,43,45,15,10,24,3,40,16,22,48,56,28,"clay "
"Geneva (Switzerland), clay - Semi-finals","1","22.05.2015 13:15","Giraldo S.",132,0,"2.62",1,2,0.75,4,1,38,21,23,7,70,1,31,4,18,41,1,24,"clay "
"Geneva (Switzerland), clay - Semi-finals","0","22.05.2015 17:10","Sousa J.",36,2,"3.25",4,2,0.63,6,3,44,35,23,26,34,33,36,29,27,56,14,39,"clay "
"Gstaad (Switzerland), clay - Final","1","24.07.2016 12:40","Haase R.",64,0,"2.3",7,4,0.61,4,3,50,26,23,7,26,3,36,17,22,44,67,28,"clay "
"Gstaad (Switzerland), clay - Final","0","02.08.2015 12:40","Thiem D.",10,2,"2.3",5,3,0.66,7,4,37,28,34,41,32,38,29,47,32,41,50,52,"clay "
"Gstaad (Switzerland), clay - Final","0","27.07.2014 12:40","Andujar-Alba P.",650,2,"2.2",1,2,0.58,8,4,40,47,31,35,28,50,37,34,31,53,33,49,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","1","22.07.2016 13:00","Youzhny M.",63,0,"2.25",5,2,0.62,5,1,34,54,31,20,13,1,36,24,24,51,1,27,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","1","22.07.2016 13:45","Ymer E.",141,0,"3.75",7,2,0.62,5,1,42,37,60,2,32,1,35,15,21,62,1,32,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","1","22.07.2016 16:30","Monteiro T.",99,0,"2",2,0,0.73,5,1,40,68,1,1,7,1,45,42,19,63,1,33,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","1","22.07.2016 18:30","Ramos A.",33,1,"1.5",8,3,0.67,8,2,42,44,8,30,28,20,38,30,26,50,6,32,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","0","31.07.2015 11:45","Lopez F.",18,2,"2.2",12,6,0.61,6,3,47,53,2,26,21,16,44,24,30,2,67,42,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","0","31.07.2015 13:45","Thiem D.",10,2,"1.4",4,2,0.72,7,4,46,58,23,16,47,28,46,26,29,63,14,43,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","0","31.07.2015 16:10","Bellucci T.",62,2,"1.57",5,5,0.66,15,6,42,40,37,30,49,26,37,37,31,48,30,45,"clay "
"Gstaad (Switzerland), clay - Quarter-finals","1","31.07.2015 18:25","Sousa J.",36,1,"3.5",4,3,0.58,5,2,37,47,37,18,31,24,35,29,26,47,11,34,"clay "
"Gstaad (Switzerland), clay - Semi-finals","1","23.07.2016 12:40","Brown D.",87,1,"2.37",7,8,0.67,6,3,47,31,37,15,31,3,38,21,24,50,56,30,"clay "
"Gstaad (Switzerland), clay - Semi-finals","0","23.07.2016 17:10","Haase R.",64,2,"2.3",13,1,0.57,9,4,55,37,53,29,31,11,41,32,31,63,62,37,"clay "
"Gstaad (Switzerland), clay - Semi-finals","1","01.08.2015 12:35","Lopez F.",18,1,"3.4",9,9,0.58,6,3,51,30,18,17,26,1,36,19,24,46,1,27,"clay "
"Gstaad (Switzerland), clay - Semi-finals","1","01.08.2015 14:55","Bellucci T.",62,0,"2.3",3,3,0.57,5,1,35,38,8,11,14,1,30,13,17,38,1,20,"clay "
"Gstaad (Switzerland), clay - Semi-finals","0","26.07.2014 16:30","Monaco J.",95,2,"1.44",0,1,0.81,5,6,36,44,31,35,37,30,36,36,29,51,28,44,"clay "
"Gstaad (Switzerland), clay - Semi-finals","0","26.07.2014 18:40","Andujar-Alba P.",650,2,"2.5",0,2,0.68,10,5,35,38,50,36,38,44,32,41,31,56,40,51,"clay "
"Halle (Germany), grass - Final","0","19.06.2016 16:10","Mayer F.",59,2,"2.75",3,0,0.64,11,4,41,44,23,20,33,50,37,31,30,58,22,46,"grass "
"Halle (Germany), grass - Final","1","21.06.2015 14:15","Seppi A.",88,0,"8",1,1,0.62,5,1,36,46,50,12,43,1,35,19,23,62,1,32,"grass "
"Halle (Germany), grass - Final","0","15.06.2014 16:00","Federer R.",4,2,"1.07",5,2,0.61,6,2,54,49,31,15,52,3,46,28,31,54,10,37,"grass "
"Halle (Germany), grass - Quarter-finals","0","17.06.2016 13:10","Zverev A.",29,2,"1.9",11,3,0.6,8,3,62,42,1,14,18,3,48,18,29,2,2,44,"grass "
"Halle (Germany), grass - Quarter-finals","1","17.06.2016 15:00","Goffin D.",14,0,"6",2,2,0.59,4,2,28,28,28,15,40,3,22,26,20,17,26,24,"grass "
"Halle (Germany), grass - Quarter-finals","0","17.06.2016 18:35","Mayer F.",59,2,"2.5",16,0,0.69,6,3,57,53,1,13,26,11,52,19,30,2,2,44,"grass "
"Halle (Germany), grass - Quarter-finals","0","19.06.2015 13:10","Karlovic I.",23,2,"3.5",45,3,0.71,8,3,61,40,2,13,9,50,52,15,30,2,6,45,"grass "
"Halle (Germany), grass - Quarter-finals","0","19.06.2015 15:45","Nishikori K.",7,2,"1.14",8,2,0.67,7,3,43,43,15,25,37,22,39,34,31,52,20,42,"grass "
"Halle (Germany), grass - Quarter-finals","1","19.06.2015 18:40","Mayer F.",59,0,"10",3,0,0.68,5,1,34,32,28,7,28,1,30,18,19,38,1,20,"grass "
"Halle (Germany), grass - Quarter-finals","1","19.06.2015 20:10","Monfils G.",12,0,"1.36",3,0,0.75,4,1,18,1,15,22,16,1,8,18,7,9,1,4,"grass "
"Halle (Germany), grass - Semi-finals","0","18.06.2016 13:15","Zverev A.",29,2,"4.5",8,4,0.65,5,3,50,54,55,14,34,24,47,23,30,65,49,39,"grass "
"Halle (Germany), grass - Semi-finals","0","18.06.2016 16:10","Mayer F.",59,2,"4.5",5,0,0.63,6,3,50,66,1,32,32,18,51,36,35,61,26,50,"grass "
"Halle (Germany), grass - Semi-finals","1","20.06.2015 14:10","Karlovic I.",23,0,"5",20,1,0.68,4,1,52,60,1,9,31,1,50,14,25,2,1,37,"grass "
"Halle (Germany), grass - Semi-finals","0","20.06.2015 17:10","Nishikori K.",7,0,"1.22",0,0,0.65,2,1,16,40,23,1,43,1,20,3,12,14,1,9,"grass "
"Halle (Germany), grass - Semi-finals","0","14.06.2014 14:10","Falla A.",264,2,"5.5",8,8,0.57,9,3,45,37,37,15,33,3,36,22,26,53,11,37,"grass "
"Halle (Germany), grass - Semi-finals","0","14.06.2014 16:55","Federer R.",4,2,"1.5",10,2,0.76,5,3,41,55,23,29,11,3,42,22,29,62,13,44,"grass "
"Hamburg (Germany), clay - Final","0","17.07.2016 16:10","Klizan M.",30,2,"3.5",1,0,0.73,6,5,55,33,23,29,46,3,46,38,38,60,42,57,"clay "
"Hamburg (Germany), clay - Final","1","02.08.2015 14:15","Fognini F.",38,0,"5",0,2,0.63,4,3,28,23,24,39,25,26,21,37,24,18,35,29,"clay "
"Hamburg (Germany), clay - Final","0","20.07.2014 16:15","Mayer L.",131,2,"5",10,4,0.63,9,5,48,40,34,31,39,53,40,32,31,52,26,45,"clay "
"Hamburg (Germany), clay - Quarter-finals","1","15.07.2016 12:10","Mathieu P.",69,0,"5.5",1,0,0.59,4,1,45,36,23,68,25,1,36,12,19,49,1,24,"clay "
"Hamburg (Germany), clay - Quarter-finals","0","15.07.2016 13:55","Robert S.",52,2,"2.62",2,4,0.55,6,5,40,45,37,27,32,24,36,31,28,52,13,39,"clay "
"Hamburg (Germany), clay - Quarter-finals","0","15.07.2016 16:45","Olivo R.",110,2,"8",2,4,0.53,7,7,42,28,31,35,46,60,29,40,29,38,39,43,"clay "
"Hamburg (Germany), clay - Quarter-finals","1","15.07.2016 19:00","Gimeno-Traver D.",117,0,"3.5",2,2,0.6,7,2,24,40,14,22,30,38,25,26,20,24,15,24,"clay "
"Hamburg (Germany), clay - Quarter-finals","1","31.07.2015 12:30","Paire B.",34,0,"1.33",5,5,0.56,3,1,41,23,15,22,13,1,27,20,18,35,1,17,"clay "
"Hamburg (Germany), clay - Quarter-finals","1","31.07.2015 14:40","Bedene A.",77,0,"2.5",1,1,0.57,5,2,40,38,15,17,24,24,33,26,23,44,67,28,"clay "
"Hamburg (Germany), clay - Quarter-finals","1","31.07.2015 16:30","Cuevas P.",20,0,"5",2,6,0.59,5,2,34,17,26,17,20,38,21,22,17,20,6,17,"clay "
"Hamburg (Germany), clay - Quarter-finals","","31.07.2015 18:00","Bolelli S.",211,NA,"2.1",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"clay "
"Hamburg (Germany), clay - Semi-finals","0","16.07.2016 16:15","Cuevas P.",20,2,"1.11",2,3,0.56,7,3,50,60,2,39,20,9,48,30,33,2,13,49,"clay "
"Hamburg (Germany), clay - Semi-finals","0","16.07.2016 18:20","Klizan M.",30,2,"1.44",2,1,0.63,6,5,43,42,23,39,39,24,38,40,33,51,37,50,"clay "
"Hamburg (Germany), clay - Semi-finals","1","01.08.2015 14:10","Pouille L.",26,0,"3.25",3,1,0.58,4,1,36,42,45,66,19,1,32,15,19,51,1,27,"clay "
"Hamburg (Germany), clay - Semi-finals","1","01.08.2015 16:05","Seppi A.",88,0,"7",0,3,0.47,4,1,11,19,7,21,18,3,7,27,11,4,22,9,"clay "
"Hamburg (Germany), clay - Semi-finals","0","19.07.2014 16:40","Mayer L.",131,2,"3",6,2,0.52,6,3,45,49,12,32,39,43,40,33,31,53,28,46,"clay "
"Hamburg (Germany), clay - Semi-finals","1","19.07.2014 19:10","Zverev A.",29,0,"6.5",3,3,0.45,3,1,21,17,14,9,18,1,11,18,8,6,1,65,"clay "
"Hertogenbosch (Netherlands), grass - Final","0","13.06.2016 11:25","Mahut N.",41,2,"1.72",7,1,0.71,5,4,43,43,45,28,47,3,40,36,32,61,23,47,"grass "
"Hertogenbosch (Netherlands), grass - Final","1","14.06.2015 15:40","Goffin D.",14,0,"1.72",4,1,0.65,6,1,34,42,37,8,31,1,32,17,21,41,1,24,"grass "
"Hertogenbosch (Netherlands), grass - Final","0","21.06.2014 15:40","Bautista-Agut R.",17,2,"1.5",2,1,0.71,6,3,48,46,1,17,33,16,44,22,27,58,56,34,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","1","10.06.2016 12:15","Mannarino A.",55,0,"2.62",4,5,0.56,5,1,51,32,37,68,10,1,36,11,18,49,1,24,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","0","10.06.2016 13:40","Muller G.",37,2,"2.1",17,5,0.62,6,3,50,41,50,22,11,11,41,19,25,65,49,37,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","1","10.06.2016 15:35","Kozlov S.",155,0,"4.5",1,5,0.64,3,1,32,15,12,4,28,1,21,15,12,19,1,9,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","1","10.06.2016 18:50","Tomic B.",19,1,"1.9",14,5,0.58,7,3,44,39,18,8,44,16,36,23,23,44,56,27,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","0","12.06.2015 13:50","Haase R.",64,2,"2.62",10,0,0.68,5,2,44,65,2,10,10,3,47,13,27,2,49,40,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","1","12.06.2015 14:55","Mannarino A.",55,0,"2.37",1,2,0.63,3,2,21,22,19,13,36,38,16,22,15,16,6,14,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","0","12.06.2015 18:00","Goffin D.",14,2,"1.28",16,2,0.59,11,3,46,57,57,20,42,11,45,30,31,64,6,40,"grass "
"Hertogenbosch (Netherlands), grass - Quarter-finals","1","12.06.2015 19:35","Copil M.",173,0,"3.4",10,4,0.51,3,1,53,31,23,9,16,1,35,17,20,49,1,24,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","1","11.06.2016 14:40","Karlovic I.",23,0,"1.72",21,6,0.65,4,1,60,50,1,34,22,1,52,4,23,2,1,37,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","0","11.06.2016 18:50","Mahut N.",41,2,"1.66",4,2,0.59,6,3,49,64,2,15,31,16,49,21,29,2,6,43,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","0","13.06.2015 15:20","Mahut N.",41,2,"1.4",6,2,0.62,5,3,48,55,23,29,19,16,45,28,30,65,6,42,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","0","13.06.2015 19:20","Goffin D.",14,2,"2.1",9,5,0.54,6,3,62,61,2,12,46,24,55,21,31,2,67,42,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","0","20.06.2014 16:25","Becker B.",97,2,"2",13,2,0.6,7,3,51,47,50,25,37,38,44,29,33,62,13,44,"grass "
"Hertogenbosch (Netherlands), grass - Semi-finals","1","20.06.2014 18:10","Melzer J.",369,1,"2.37",6,6,0.71,5,2,37,44,34,25,35,9,35,29,26,51,6,34,"grass "
"Houston (USA) - Qualification, clay - Semi-finals","1","06.04.2014 00:35","Fratangelo B.",116,1,"2.75",NA,NA,1,4,1,35,NA,1,22,NA,NA,37,21,20,2,NA,27,""
"Houston (USA) - Qualification, clay - Semi-finals","1","06.04.2014 00:45","Marchenko I.",65,0,"1.22",NA,NA,1,2,1,2,NA,1,35,NA,NA,2,32,22,2,NA,37,""
"Houston (USA) - Qualification, clay - Semi-finals","1","06.04.2014 01:30","Sorensen L.",NA,1,"4.33",NA,NA,1,5,5,24,NA,23,41,NA,38,26,38,26,29,36,37,""
"Houston (USA) - Qualification, clay - Semi-finals","0","06.04.2014 02:15","Bemelmans R.",180,2,"1.02",NA,NA,1,9,3,48,NA,2,46,NA,28,50,43,39,2,36,59,""
"Houston (USA) - Qualification, clay - Semi-finals","0","06.04.2014 02:45","De Bakker T.",151,2,"1.33",0,0,1,10,4,27,1,19,42,1,22,29,39,29,34,30,37,""
"Houston (USA) - Qualification, clay - Semi-finals","1","06.04.2014 02:55","Pavic A.",368,0,"2.2",0,0,1,5,3,34,1,58,24,1,11,36,22,25,63,62,37,""
"Houston (USA), clay - Final","0","10.04.2016 22:10","Monaco J.",95,2,"2.75",2,2,0.83,6,3,38,40,12,26,39,24,37,35,29,44,26,40,"clay "
"Houston (USA), clay - Final","0","12.04.2015 22:10","Sock J.",28,2,"1.8",5,11,0.5,5,3,48,47,31,14,13,50,40,20,26,54,10,37,"clay "
"Houston (USA), clay - Final","0","13.04.2014 21:10","Verdasco F.",47,2,"2.62",4,1,0.79,5,3,37,40,55,21,36,13,36,28,29,62,13,44,"clay "
"Houston (USA), clay - Quarter-finals","0","08.04.2016 20:10","Monaco J.",95,2,"1.83",0,0,0.75,6,3,48,61,2,14,37,11,48,27,31,2,13,47,"clay "
"Houston (USA), clay - Quarter-finals","0","08.04.2016 21:45","Lopez F.",18,2,"1.25",3,3,0.6,5,3,48,60,2,28,41,38,47,38,35,2,30,57,"clay "
"Houston (USA), clay - Quarter-finals","1","09.04.2016 02:10","Chung H.",127,0,"4.5",3,0,0.68,5,1,45,60,1,15,27,1,46,21,25,62,1,32,"clay "
"Houston (USA), clay - Quarter-finals","1","09.04.2016 04:10","Baghdatis M.",44,0,"2.62",10,3,0.52,5,1,47,33,45,66,20,1,33,13,21,51,1,27,"clay "
"Houston (USA), clay - Quarter-finals","0","10.04.2015 20:25","Anderson K.",25,2,"1.53",18,3,0.67,6,3,45,38,34,28,27,30,39,32,29,54,15,40,"clay "
"Houston (USA), clay - Quarter-finals","0","11.04.2015 03:05","Sock J.",28,2,"1.57",3,3,0.6,6,3,55,46,2,29,21,50,46,26,31,2,13,47,"clay "
"Houston (USA), clay - Quarter-finals","0","11.04.2015 05:10","Verdasco F.",47,2,"1.33",6,1,0.81,7,4,48,40,23,48,32,26,45,40,36,60,42,57,"clay "
"Houston (USA), clay - Quarter-finals","0","11.04.2015 06:40","Querrey S.",31,2,"1.83",11,3,0.55,9,6,56,45,37,42,38,26,44,43,38,60,42,57,"clay "
"Houston (USA), clay - Semi-finals","0","09.04.2016 21:15","Monaco J.",95,2,"2",0,1,0.72,6,4,27,53,45,33,41,35,31,44,31,49,46,54,"clay "
"Houston (USA), clay - Semi-finals","0","09.04.2016 23:15","Sock J.",28,2,"1.8",7,1,0.51,6,3,49,61,2,21,28,24,47,24,32,2,2,44,"clay "
"Houston (USA), clay - Semi-finals","0","11.04.2015 21:10","Sock J.",28,2,"2.1",7,4,0.5,6,3,53,63,2,24,33,4,50,27,33,2,2,44,"clay "
"Houston (USA), clay - Semi-finals","1","11.04.2015 23:50","Verdasco F.",47,1,"1.57",5,2,0.79,5,3,43,43,48,12,35,50,41,21,26,58,6,37,"clay "
"Houston (USA), clay - Semi-finals","1","12.04.2014 21:15","Giraldo S.",132,0,"2.62",1,3,0.56,5,3,28,38,5,26,17,38,26,28,21,27,20,28,"clay "
"Houston (USA), clay - Semi-finals","","12.04.2014 23:10","Almagro N.",46,NA,"1.2",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"clay "
"Indian Wells (USA), hard - Final","1","20.03.2016 22:30","Raonic M.",6,0,"5.5",4,2,0.5,3,1,48,2,26,14,24,1,16,19,14,11,1,5,"hard "
"Indian Wells (USA), hard - Final","1","22.03.2015 23:20","Federer R.",4,1,"2.62",6,3,0.58,8,3,43,27,33,16,28,11,30,25,22,36,6,25,"hard "
"Indian Wells (USA), hard - Final","0","16.03.2014 23:10","Djokovic N.",1,2,"1.53",6,5,0.65,5,3,47,40,12,24,25,24,40,27,27,58,6,37,"hard "
"Indian Wells (USA), hard - Quarter-finals","0","17.03.2016 22:10","Goffin D.",14,2,"2.3",7,5,0.63,8,4,46,35,60,32,38,38,37,35,31,61,23,47,"hard "
"Indian Wells (USA), hard - Quarter-finals","1","18.03.2016 04:15","Monfils G.",12,0,"3.4",1,5,0.61,6,3,37,34,47,16,32,38,30,20,22,41,67,25,"hard "
"Indian Wells (USA), hard - Quarter-finals","1","18.03.2016 21:15","Nishikori K.",7,0,"1.8",3,1,0.5,7,3,41,27,18,31,31,16,27,31,22,28,13,24,"hard "
"Indian Wells (USA), hard - Quarter-finals","1","18.03.2016 23:15","Tsonga J-W.",11,0,"6.5",4,7,0.47,5,3,48,30,45,14,28,3,30,24,22,54,10,37,"hard "
"Indian Wells (USA), hard - Quarter-finals","1","19.03.2015 22:15","Lopez F.",18,0,"6.5",5,1,0.49,6,2,38,37,47,16,22,16,30,17,21,38,2,24,"hard "
"Indian Wells (USA), hard - Quarter-finals","0","20.03.2015 21:10","Federer R.",4,2,"1.4",1,1,0.65,7,7,59,54,1,32,38,38,53,44,40,2,42,60,"hard "
"Indian Wells (USA), hard - Quarter-finals","1","20.03.2015 23:10","Nadal R.",5,1,"1.5",7,1,0.64,11,3,53,55,45,12,32,6,49,24,29,65,49,37,"hard "
